disease_en	disease_jp
bone infection
bone metastasis
bone spurs
borderline personality disorder
botulism
bowel incontinence
bowel obstruction
brachial plexus injury
bradycardia-tachycardia syndrome
brain arteriovenous malformation
brain attack
brain avm
brain metastases
brain tumor
child brain tumor
inflammatory breast cancer
male breast cancer
breast cysts
breast infection
breast pain
broken ankle
broken arm
broken blood vessel in eye
broken collarbone
broken foot
broken hand
broken heart syndrome
broken hip
broken leg
broken nose
broken ribs
broken toe
broken wrist
brucellosis
brugada syndrome
bruxism
buerger's disease
bulimia nervosa
bundle branch block
bunions
bunyaviruses
burn injury
burning mouth syndrome
burning thigh pain
burns
bursitis of the knee
c. difficile colitis
c. difficile infection
calciphylaxis
calluses and corns
acute lymphocytic leukemia
acute myelogenous leukemia
basal cell
carcinoid tumors
cervical cancer
chronic lymphocytic leukemia
chronic myelogenous leukemia
colon cancer
endometrial cancer
esophageal cancer
eye melanoma cancer
gastric cancer
hairy cell leukemia
hodgkin's disease
hurthle cell thyroid cancer
inflammatory breast cancer
kidney cancer
lip cancer
male breast cancer
merkel cell cancer
mesothelioma cancer
mouth cancer
multiple myeloma cancer
nasopharyngeal cancer
neuroblastoma cancer
non-hodgkin's lymphoma cancer
oral cancer
ovarian cancer
pancreatic cancer
paraneoplastic syndromes
prostate cancer
rectal cancer
retinoblastoma
soft tissue sarcoma
squamous cell cancer
stomach cancer
testicular cancer
throat cancer
thyroid cancer
uterine cancer
vagina cancer
vulvar cancer
wilms'tumor
oral candidiasis
vaginal candidiasis
carbon monoxide poisoning
carbuncles and boils
carcinoid syndrome
carcinoid tumors
carcinoma of unknown primary
sudden cardiac arrest
cardiac ischemia
cardiomegaly
dilated cardiomyopathy
cardiovascular disease
carotid artery disease
castleman disease
cataracts
cavernous malformations
cavities/tooth decay
celiac disease
cellulite
central nervous system vascular malformations
cercarial dermatitis
cerebral aneurysm
cerebral palsy
cerumen impaction
cervical dystonia
cervical osteoarthritis
cervical spondylosis
chagas disease
charcot-marie-tooth disease
chemical dependency
chemo brain
chest wall pain
chiari malformation
chilblains
child abuse
child maltreatment
childhood apraxia of speech
childhood obesity
childhood schizophrenia
chlamydia trachomatis
cholangiocarcinoma
primarysclerosing cholangitis
cholestasis of pregnancy
highblood cholesterol
chordoma
huntington's chorea
choroid plexus carcinoma
chronic adrenal insufficiency
chronic cough
chronic daily headaches
chronic exertional compartment syndrome
chronic fatigue syndrome
chronic granulomatous disease
chronic hives
chronic kidney disease
chronic kidney failure
chronic lymphocytic thyroiditis
chronic obstructive pulmonary disease
chronic pelvic pain in women
chronic renal failure
chronic sinusitis
chronic traumatic encephalopathy
chronic vulvar pain
churg-strauss syndrome
cleft lip and cleft palate
click-murmur syndrome
clinical depression
clubfoot
cluster headache
coarctation of the aorta
coccidioidomycosis
cold allergy
cold exposure
cold sore
cold urticaria
common cold
ischemic colitis
microscopic colitis
collapsed lung
colon polyps
colonic ischemia
colorblindness
colorectal cancer
common cold in babies
common variable immunodeficiency
common variable immunodeficiency 
common warts
chronicexertional compartment syndrome
complex regional pain syndrome
complicated bereavement
complicated grief
compulsive gambling
compulsive hoarding syndrome
compulsive overeating
compulsive sexual behavior
compulsive stealing
concussion
condylomata acuminata
congenital adrenal hyperplasia
congenital heart defects in children
congenital heart disease in adults
congenital hip dislocation
congenital megacolon
congenital mitral valve anomalies
congenital myasthenic syndromes
congenital myopathies
congestive heart failure
conjoined twins
conjunctivitis
conn's syndrome
constipation in children
convergence insufficiency
cooley's anemia
corns and calluses
coronary artery disease
coronary microvascular disease
corticobasal degeneration
costochondritis
costosternal chondrodynia
costosternal syndrome
cough headaches
crabs
cradle cap
muscle cramp
menstrual cramps
cranial arteritis
creutzfeldt-jakob disease
crib death
crohn's disease
croup
cryptorchidism
cryptosporidiosis
cryptosporidium infection
curvature of the penis
curvature of the spine
cushing syndrome
cutaneous b-cell lymphoma
cutaneous t-cell lymphoma
cutting/self-injury
cyclic vomiting syndrome
cyclospora infection
cyclothymia
cyclothymic disorder
ganglion cyst
kidney cyst
ovarian cyst
pancreatic cyst
pilonidal cyst
spermatic cyst
epidermoid cysts
sebaceous cysts
cytomegalovirus
cytomegalovirus infection
dandruff
daytime sleepiness
de quervain's tenosynovitis
decreased tear production
deep vein thrombosis
deer-fly fever
degenerative arthritis
delayed ejaculation
delayed gastric emptying
delayed sleep phase
delirium
alzheimer'sdisease dementia
frontotemporal dementia
lewybody dementia
dengue fever
dengue hemorrhagic fever
nicotine dependence
dependent personality disorder
depersonalization disorder
depersonalization-derealization disorder
depression
inteenagers depression
cercarial dermatitis
scratch dermatitis
dermatographia
dermatophytosis
desmoid tumors
desmoplastic small round cell tumors
detached retina
developmental dysplasia of the hip
deviated septum
diabetes
gestational diabetes
hypoglycemia diabetes
type1 diabetes
type1inchildren diabetes
type2 diabetes
type2inchildren diabetes
diabetic hyperosmolar syndrome
diabetic hypoglycemia
diabetic ketoacidosis
diaper rash
traveler's diarrhea
difficulty focusing eyes
difficulty speaking
difficulty swallowing
diffuse idiopathic skeletal hyperostosis
digeorge syndrome
dislocated elbow
dislocated shoulder
dissecting aneurysm
dissociative disorders
double uterus
double-outlet right ventricle
down syndrome
dressler's syndrome
drop foot
drug addiction
drug allergy
dry eyes
dry mouth
dry skin
dsrct
ductal carcinoma in situ
dumping syndrome
dupuytren's contracture
dural arteriovenous fistulas
dust mite allergy
dwarfism
dysarthria
dyshidrosis
dyslexia
dysmenorrhea
dyspareunia
dyspepsia
dysphonia
dysrhythmias
dysthymia
dystonia
e. coli
ear infection
outerear ear infection
ruptured eardrum
early puberty
earwax blockage
eating disorders
anorexia eating disorders
bingeeating eating disorders
bulimia eating disorders
ebola virus
ebola virus and marburg virus
ebstein anomaly
ectopic heartbeat
ectropion
eczema
dyshidrotic eczema
ehlers-danlos syndrome
ehrlichiosis
eisenmenger syndrome
elevated blood pressure
embryonal tumors
encopresis
end stage renal disease
endocardial cushion defect
endometrial polyps
end-stage renal disease
enlarged breasts in men
enlarged heart
enlarged liver
enlarged prostate
enlarged spleen
enlarged thyroid
entropion
eosinophilic esophagitis
eosinophilic granulomatosis with polyangiitis 
lateral epicondylitis
epidural hematoma
frontallobe epilepsy
epithelioid sarcoma
erectile dysfunction
erythema infectiosum
erythema multiforme major
esophageal spasms
esophageal varices
essential tremor
esthesioneuroblastoma
ewing sarcoma
excess facial hair in women
excess growth hormone
excessive daytime sleepiness
excessive menstrual bleeding
exercise headaches
external compression headaches
external otitis
extrasystole
eye floaters
eye focusing
eye melanoma
eyelid inflammation
eyestrain
excessinwomen facial hair
facial palsy
factitious disorder
factor v leiden
fallen arches
tetralogyof fallot
familial adenomatous polyposis
familial hypercholesterolemia
familial mediterranean fever
familial paroxysmal peritonitis
farsightedness
febrile seizure
female infertility
female sexual dysfunction
fetal macrosomia
fever blister
valley fever
viralhemorrhagic fevers
fibrocystic breasts
fibromuscular dysplasia
interstitialpulmonary fibrosis
pulmonary fibrosis
fifth disease
filoviruses
flatfeet
flaviviruses
floaters
floor of the mouth cancer
floppy valve syndrome
avian flu
bird flu
swine flu
fluid around the heart
focal segmental glomerulosclerosis
folate deficiency anemia
egg food allergy
milk food allergy
food poisoning
food-borne illness
foot drop
foot fracture
foramen ovale
arm fracture
greenstick fracture
growthplate fracture
hip fracture
incomplete fracture
leg fracture
fractured nose
fractured ribs
frontal lobe epilepsy
frontal lobe seizures
frontotemporal lobar degeneration
frostbite
frozen shoulder
fuchs' dystrophy
dissociative fugue
functional dyspepsia
functional neurologic disorders/conversion disorder
nail fungal infection
funnel chest
galactorrhea
gallbladder inflammation
gallstones
gas and gas pains
gastric cancer
delayed gastric emptying
rapid gastric emptying
viral gastroenteritis
gastroesophageal reflux
gastroesophageal reflux disease
gastrointestinal bleeding
gastrointestinal stromal tumor
gastroparesis
gaucher disease
genital herpes
genital warts
germ cell tumors
german measles
giant cell arteritis
giant lymph node hyperplasia
giardia infection
gilbert's syndrome
globoid cell leukodystrophy
glossodynia
glucocerebrosidase deficiency
gluten-sensitive enteropathy
golfer's elbow
gonorrhea
grand mal seizure
granulomatosis with polyangiitis
graves' disease
greenstick fractures
grief
gross hematuria
group b strep disease
growing pains
growth hormone excess
growth plate fractures
guillain-barr��ｽｩ syndrome
gingivitis gum disease
periodontitis gum disease
h1n1 flu
hair loss
hair-pulling disorder
hairy cell leukemia
hairy tongue
halitosis
hammertoe and mallet toe
hamstring injury
hand fracture
hand pain
hand-foot-and-mouth disease
hangovers
hantavirus pulmonary syndrome
hardening of the arteries
hashimoto's disease
hay fever
head and neck cancers
head lice
coma head trauma
chronicdaily headache
exercise headache
externalcompression headache
icecream headache
migraine headache
primarycough headache
sex headache
sinus headache
spinal headache
tension headache
thunderclap headache
headaches in children
health anxiety
heart arrhythmias
heart attack
heart defects in adults
heart disease
heart murmurs
heart palpitations
heart valve disease
heartburn
heartburn
heat exhaustion
heat rash
heatstroke
heavy menstrual periods
heel pain
helicobacter pylori
liver hemangioma
intracranial hematoma
hematuria
hemifacial spasm
hemolytic uremic syndrome
hemorrhoids
henoch-schonlein purpura
hepatitis a
hepatitis b
hepatitis c
hepatomegaly
hepatopulmonary syndrome
hereditary hemochromatosis
hereditary hemorrhagic telangiectasia
hereditary motor and sensory neuropathy
hereditary nonpolyposis colorectal cancer syndrome
hereditary progressive arthro-ophthalmopathy
inguinal hernia
herniated disk
herpes zoster
herpes zoster oticus
hiccups
high blood pressure
high blood pressure in children
secondary high blood pressure
high cholesterol
high-flow priapism
hilar cholangiocarcinoma
hip dysplasia
hip impingement
hip labral tear
hirschsprung's disease
histoplasmosis
hiv/aids
hives and angioedema
hoarding disorder
hoarse voice
hodgkin's disease
hodgkin's lymphoma
hordeolum
horner syndrome
horner-bernard syndrome
hot flashes
hpv infection
human immunodeficiency virus
human papillomavirus infection
hunchback
hunter syndrome
huntington's disease
hunt's syndrome
hurthle cell cancer
hutchinson-gilford progeria syndrome
hypercalcemia
hypercholesterolemia
hypercortisolism
hypereosinophilic syndrome
hyperglycemia in diabetes
hypermenorrhea
hyperopia
hyperoxaluria and oxalosis
hypersexuality
hypertension
pregnancy-related hypertension
pulmonary hypertension
hypoactive sexual desire disorder
hypochondria
hypohidrosis
hypohydration
hyponatremia
hypoparathyroidism
hypopituitarism
hypospadias
hypotension
ice cream headaches
ichthyosis vulgaris
dissociative identity disorder
idiopathic hypersomnia
idiopathic intracranial hypertension
idiopathic myelofibrosis
idiopathic toe walking
iga nephropathy
iga vasculitis
illness anxiety disorder
immune thrombocytopenia
immune thrombocytopenic purpura
impacted wisdom teeth
impotence
incompetent cervix
incomplete fracture
bowel incontinence
nighttime incontinence
indigestion
infant jaundice
infant reflux
infantile hemangioma
infectious arthritis
infectious diseases
infertility
male infertility
inflammatory bowel disease
influenza
avian influenza
h1n1 influenza
swineflu influenza
ingrown hair
ingrown toenails
inherited metabolic disorder
inherited metabolic disorders
insulin resistance syndrome
intermittent explosive disorder
interstitial lung disease
intestinal ischemia
intestinal lipodystrophy
intestinal obstruction
intracranial venous malformations
intraductal carcinoma
intrahepatic cholestasis of pregnancy
intraocular melanoma
intussusception
iron overload
irritable bowel syndrome
ischemic priapism
islet cell cancer
itchy skin
jaw tumors and cysts
jellyfish stings
jet lag disorder
jock itch
joint dislocation
jumper's knee
juvenile fibromyalgia
juvenile idiopathic arthritis
juvenile rheumatoid arthritis
juvenile schizophrenia
kawasaki disease
keratoconjunctivitis sicca
keratoconus
keratosis pilaris
kidney cysts
chronic kidney failure
kidney infection
kidney stones
kissing disease
klatskin tumor
kleptomania
klinefelter syndrome
klippel-trenaunay syndrome
knee bursitis
knee pain
jumper's knee
krabbe disease
lactase deficiency
lactation mastitis
lassa fever
lateral epicondylitis
lazy eye
lead poisoning
leg fracture
legg-calve-perthes disease
legionellosis
legionnaires' disease
solar lentigines
acutelymphocytic leukemia
acutemyelogenous leukemia
chroniclymphocytic leukemia
chronicmyelogenous leukemia
general leukemia
hairycell leukemia
lewy body dementia
lichen nitidus
oral lichen planus
lichen simplex chronicus
limited scleroderma
lip cancer
intestinal lipodystrophy
listeria infection
listeriosis
renal lithiasis
liver disease
liver spots
lobular carcinoma in situ
lockjaw
long qt syndrome
loss of bladder control
lou gehrig's disease
low blood pressure
low blood sugar
low body temperature
low sex drive in women
low sperm count
low testosterone
low-flow priapism
lung collapse
lupus
swollen lymph nodes
lymphadenitis
mesenteric lymphadenitis
hodgkin's lymphoma
non-hodgkin's lymphoma
lynch syndrome
dry macular degeneration
wet macular degeneration
mad cow disease
major depressive disorder
male hypogonadism
malignant mesothelioma
malignant peripheral nerve sheath tumors
mallet toe and hammertoe
mammary duct ectasia
manic-depressive illness
marburg virus
marfan syndrome
mastalgia
mcad deficiency
german measles
medial epicondylitis
medial tibial stress syndrome
medication overuse headaches
mediterranean anemia
megacolon
megaloblastic anemia
melanoma of the eye
meniere's disease
meniscus tear
excessive menstrual bleeding
mental illness
meralgia paresthetica
merkel cell carcinoma
mesenteric ischemia
metabolic syndrome
metachromatic leukodystrophy
metastatic brain cancer
methicillin-resistant staphylococcus aureus infection
microscopic hematuria
migraine with aura
mild cognitive impairment
milia
miliaria
milk intolerance
miscarriage
mitral valve disease
mitral valve prolapse
mitral valve regurgitation
mitral valve stenosis
mittelschmerz
mixed connective tissue disease
molar pregnancy
moles
molluscum contagiosum
monoclonal gammopathy of undetermined significance
mood disorders
morning sickness
morphea
morton's neuroma
mosquito bites
movement disorders
moyamoya disease
mrsa infection
mucocutaneous lymph node syndrome
mucopolysaccharidosis type ii
multiple endocrine neoplasia type 1
type1 multiple endocrine neoplasia
multiple personality disorder
multiple sclerosis
multiple system atrophy
mumps
muscle strains
muscular dystrophy
myelodysplastic syndromes
myocardial infarction
myocardial ischemia
myoclonus
myofascial pain syndrome
myopia
naegleria infection
nail fungus
narcissistic personality disorder
narcolepsy
nasal and paranasal tumors
nasal polyps
nasopharyngeal carcinoma
nearsightedness
neck pain
nephroblastoma
nephrogenic systemic fibrosis
nephrotic syndrome
paraneoplasticsyndromes nervous system
postherpetic neuralgia
trigeminal neuralgia
neurodermatitis
neuroendocrine carcinoma of the skin
neuroendocrine tumors
plantar neuroma
neuromyelitis optica
hereditarymotorandsensory neuropathy
peripheral neuropathy
nevus
nicotine addiction
niemann-pick
nightmare disorder
nighttime incontinence
noctural enuresis
noise-related hearing loss
nonalcoholic fatty liver disease
nonallergic rhinitis
nonischemic priapism
nonmelanoma skin cancer
nontropical sprue
nonulcer dyspepsia
nonulcer stomach pain
noonan syndrome
norovirus infection
nose fracture
nymphomania
obsessive-compulsive disorder
obstetric cholestasis
obstructive sleep apnea in children
ocular albinism
ocular melanoma
ocular rosacea
oculocutaneous albinism
oculosympathetic palsy
odontogenic tumors and cysts
olfactory neuroblastoma
onychomycosis
oppositional defiant disorder
oral cancer
oral candidiasis
oral thrush
orthostatic hypotension
osgood-schlatter disease
cervical osteoarthritis
osteochondritis dissecans
osteonecrosis
osteophytes
otitis externa
otitis media
outer ear infection
ovarian cysts
ovarian hyperstimulation syndrome
overactive bladder
overactive thyroid
oxyphil cell carcinoma
paget's disease of bone
paget's disease of the breast
paget's disease of the nipple
wrist pain
painful bladder syndrome
painful intercourse
painful periods
facial palsy
progressivesupranuclear palsy
pancreatic cysts
panic attacks and panic disorder
papvr
paraneoplastic syndromes
paraneoplastic syndromes of the nervous system
paranoid personality disorder
paraplegia
parkinson's disease
parotid tumors
partial anomalous pulmonary venous connection
partial anomalous pulmonary venous return
parvovirus infection
patellar tendinitis
patellofemoral pain syndrome
patent ductus arteriosus
pathological gambling
pathological laughter and crying
pathological stealing
pectus carinatum
pediatric brain tumors
pediatric obstructive sleep apnea
pediatric thrombocytopenia
pediatric white blood cell disorders
pediculosis capitis
pelvic inflammatory disease
pelvic organ prolapse
chronic pelvic pain
uterineprolapse pelvic support problems
perforated eardrum
pericardial effusion
perimenopause
gingivitis periodontal disease
periodontitis periodontal disease
peripheral artery disease
peripheral nerve injuries
peripheral nerve tumors
peripheral vascular disease
pernicious anemia
pernio
peroneal muscular atrophy
persistent depressive disorder
schizoid personality disorder
schizotypal personality disorder
personality disorders
pertussis
pes planus
petit mal seizure
peyronie's disease
phantom pain
pharyngitis
phenylketonuria
phlebitis
social phobia
pick's disease
piles
pilonidal dimple
pimples
pinched nerve
pineoblastoma
pink eye
pinworm infection
pituitary insufficiency
pituitary tumors
pityriasis rosea
pityriasis versicolor
plague
plantar neuroma
plantar warts
poems syndrome
poison ivy rash
polio
polycystic kidney disease
polycystic ovary syndrome
polyhydramnios
polymorphous light eruption
polymyalgia rheumatica
endometrial polyps
stomach polyps
uterine polyps
pompholyx
poor color vision
popliteal artery aneurysm
popliteal artery entrapment
popliteal cyst
post-cardiac injury syndrome
post-chemotherapy cognitive impairment
post-concussion syndrome
posterior cortical atrophy
posterior cruciate ligament injury
posterior prolapse
posterior vaginal prolapse
postmyocardial infarction syndrome
postpartum hypopituitarism
postpartum preeclampsia
postpartum thyroiditis
post-polio syndrome
post-traumatic stress disorder
postural hypotension
prader-labhart-willi syndrome
prader-willi syndrome
precocious puberty
prediabetes
preeclampsia
preexcitation syndrome
pregnancy-related hypertension
premature birth
premature ejaculation
premature puberty
premature ventricular contractions
premenstrual syndrome
presbycusis
presbyopia
prescription drug abuse
pressure injury
pressure sores
pressure ulcer
preterm labor
priapism
prickly heat
primary adrenal insufficiency
primary aldosteronism
primary biliary cholangitis
primary biliary cirrhosis
primary hypoaldosteronism
primary immunodeficiency
primary lateral sclerosis
primary ovarian insufficiency
primary polycythemia
primary progressive aphasia
primary sclerosing cholangitis
proctitis
progressive supranuclear palsy
prolactinoma
mitralvalve prolapse
prolapsed bladder
prolapsed uterus
prostate gland enlargement
prostatitis
pruritis ani
pruritus
pseudobulbar affect
pseudocholinesterase deficiency
pseudotumor cerebri
psychosis
pubic lice
puffy eyes
pulmonary atresia
pulmonary atresia with intact ventricular septum
pulmonary atresia with ventricular septum defect
pulmonary valve disease
pulmonary valve stenosis
pyelonephritis
quadriplegia
query fever
rabbit fever
rabies
radiation enteritis
radiation sickness
ramsay hunt syndrome
rapid gastric emptying
rapid heartbeat
poisonivy rash
raynaud's disease
reactive attachment disorder
specific reading disability
rebound headache
rectal inflammation
rectal itching
rectal prolapse
rectal ulcer
rectovaginal fistula
recurrent breast cancer
red eye
gastroesophageal reflux
vesicoureteral reflux
aorticvalve regurgitation
mitralvalve regurgitation
reiter's syndrome
rem sleep behavior disorder
renal artery stenosis
renal cancer
renal lithiasis
residual limb pain
respiratory syncytial virus
restless legs syndrome
retinal detachment
retinal diseases
retractile testicle
retrograde ejaculation
rett syndrome
reye's syndrome
vasomotor rhinitis
rib fracture
rickets
rift valley fever
ringing in the ear
ringworm
ringworm of the foot
road rage
rocky mountain spotted fever
rosacea
roseola
rotator cuff injury
rotavirus
round back
rubeola
rumination syndrome
runner's knee
ruptured eardrum
ruptured spleen
sacral dimple
sacroiliitis
salivary gland tumors
salmonella infection
salmonellosis
bonecancer sarcoma
softtissue sarcoma
scabies
scalded mouth syndrome
scarlatina
schizoaffective disorder
schizophrenia
adolescent schizophrenia
juvenile schizophrenia
sclerosing cholangitis
sclerosing mesenteritis
amyotrophiclateral sclerosis
systemic sclerosis
scorpion sting
scrotal masses
seasonal affective disorder
seasonal allergy
sebaceous carcinoma
sebaceous cysts
secondary brain cancer
secondary hypertension
seizure disorder
grandmal seizure
petitmal seizure
temporallobe seizure
seizures
selective iga deficiency
self harming
self-injury/cutting
separated shoulder
separation anxiety disorder
atrioventricular septal defect
serotonin syndrome
severe acute respiratory syndrome
coma severe brain injury
sex headaches
sexual obsession
sexually transmitted diseases
shaken baby syndrome
sheehan's syndrome
shigella infection
shin splints
short bowel syndrome
shoulder dislocation
shoulder separation
shy-drager syndrome
sick sinus syndrome
sin nombre virus infection
sinus headaches
sjogren's syndrome
melanoma skin cancer
itchy skin
skipped heartbeats
slapped cheek disease
sleep apnea
obstructive sleep apnea in children
central sleep apnea
obstructive sleep apnea
sleep disorders
sleep terrors
daytime sleepiness
sleeplessness
sleep-related eating disorder
sleepwalking
slipped disk
slow heartbeat
small bowel cancer
small bowel prolapse
small intestine prolapse
small vessel disease
snoring
social anxiety disorder
soft palate cancer
soft tissue sarcoma
solar keratosis
solar lentigines
solitary fibrous tumor
solitary rectal ulcer syndrome
somatic symptom disorder
somnambulism
sore throat
spasmodic torticollis
specific phobias
specific reading disability
spider bites
spina bifida
spinal arteriovenous malformation
spinal cord injury
spinal cord tumor
spinal curvature
spinal headaches
splenomegaly
spontaneous coronary artery dissection
sprained ankle
sprains
squamous cell carcinoma of the skin
stable angina
stage 4 prostate cancer
stagnant syndrome
stammering
staph infections
statis syndrome
steele-richardson-olszewski syndrome
stein-leventhal syndrome
stenosing tenosynovitis
aorticvalve stenosis
mitralvalve stenosis
pulmonaryvalve stenosis
stevens-johnson syndrome
stickler syndrome
bee stings
scorpion stings
stomach flu
stomatodynia
stool holding
strawberry hemangioma
strep throat
stress cardiomyopathy
stress fractures
stress incontinence
stretch marks
stroke
stump pain
stuttering
subconjunctival hemorrhage
subdural hematoma
subfertility
sudden infant death syndrome
suicide
suicide and suicidal thoughts
sun allergy
sun poisoning
sunburn
sunken chest
suspicious breast lumps
sweating and body odor
abnormallyexcessive sweating
sweet's syndrome
swimmer's ear
swimmer's itch
swine flu
swollen knee
vasovagal syncope
syndrome x
synostosis
systemic capillary leak syndrome
systemic lupus erythematosus
systemic mastocytosis
systemic sclerosis
takotsubo cardiomyopathy
tapeworm infection
tapvr
tay-sachs disease
decreasedproduction tears
teen depression
teeth grinding
temporal arteritis
temporal lobe seizure
temporomandibular disorders
temporomandibular joint disorders
tennis elbow
dequervain's tenosynovitis
undescended testicle
testicular torsion
testosterone deficiency
tetraplegia
three-day measles
thromboangiitis obliterans
childhood thrombocytopenia
thunderclap headaches
thyroid gland enlargement
thyroid nodules
overactive thyroid
underactive thyroid
chroniclymphocytic thyroiditis
tic douloureux
tinea barbae
tinea capitis
tinea corporis
tinea cruris
tinea pedis
tinea versicolor
tmj disorders
toe walking in children
toenail fungus
tongue cancer
tongue tie
tongue-tie
tonic-clonic seizure
tonsil cancer
tooth abscess
tooth decay
torn meniscus
spasmodic torticollis
total anomalous pulmonary venous connection
total anomalous pulmonary venous return
tourette syndrome
toxemia
toxoplasmosis
trachoma
transient global amnesia
transient ischemic attack
transposition of great vessels
transposition of the great arteries
transverse myelitis
traumatic grief
trichinosis
trichomoniasis
trichotillomania
tricuspid atresia
tricuspid valve disease
tricuspid valve regurgitation
triple x syndrome
trisomy 21 syndrome
trisomy x
trouble swallowing
truncus arteriosus
american trypanosomiasis
tuberous sclerosis
salivarygland tumor
turner syndrome
type 1 diabetes
type 1 diabetes in children
type 2 diabetes
type 2 diabetes in children
typhoid fever
aphthous ulcer
ulnar wrist pain
uncontrollable laughter and crying
underactive thyroid
under-eye puffiness
undifferentiated pleomorphic sarcoma
unstable angina
upset stomach
ureteral cancer
urethral stricture
urinary tract infection
urine color
bloodin urine
urticaria
uterine cancer
uterine fibroids
uterine leiomyoma
uterine myoma
uterine prolapse
uterus didelphys
uveal melanoma
vaginal agenesis
vaginal atrophy
vaginal cancer
vaginal candidiasis
vaginal fistula
posterior vaginal prolapse
valvular heart disease
variant cjd
varicella
varicocele
varicose veins
variola
vascular rings
vasomotor rhinitis
velocardiofacial syndrome
venereal warts
venous thromboembolism
ventricular fibrillation
ventricular premature contraction
ventricular tachycardia
vertebral tumor
vertigo
vestibular schwannoma
v-fib
viral hemorrhagic fevers
vitamin deficiency anemia
vitiligo
vocal cord paralysis
vocal fold paralysis
voice disorders
von willebrand disease
vulvodynia
waldenstrom macroglobulinemia
venereal warts
water on the knee
wegener's granulomatosis
weight loss
wermer syndrome
wermer's syndrome
west nile virus
whiplash
whipple's disease
white blood cell disorders in children
whiteheads
wolff-parkinson-white
wrinkles
wrist fracture
syndrome x
xerosis
xerostomia
x-linked agammaglobulinemia
xxx syndrome
yeast infection
yersinia pestis
zika virus
zollinger-ellison syndrome
zoster
